"rep","stat"
1,71.2300708976288
2,103.378404308038
3,-6.20117496138411
4,61.9001207432865
5,-19.3031385190168
6,28.0021584822586
7,-21.2109345339329
8,-26.5428213020975
9,-6.92820787826761
10,-74.6270552485315
11,-23.6418568426999
12,-55.2477480128639
13,12.4543648528566
14,62.3112369399536
15,-3.02476379181587
16,20.1665806581897
17,-83.2586715158912
18,31.7063689207557
19,1.59604069525174
20,-57.4724980453667
21,-4.85705959665759
22,46.4262011357696
23,28.3063478442303
24,-49.1389161506367
25,36.8190433570149
26,-42.0701568278891
27,-6.40309840042061
28,26.0596189412164
29,24.4464872324836
30,91.3134175392297
31,66.1953070194419
32,-10.8028242415737
33,84.0570925293367
34,-6.8763741535151
35,13.582800882537
36,46.4202113616097
37,47.9558816838523
38,25.5411821385383
39,58.5714111879802
40,-56.3414890119935
41,51.2859825190999
42,69.6679407356742
43,-22.860123385379
44,-55.5873206487637
45,41.0816932606959
46,13.8415963594122
47,42.9559472085272
48,89.1090126151555
49,-11.1946894375511
50,-48.4120923298484
51,40.9389801050037
52,-21.5534664919014
53,8.69707991553784
54,24.4736545684979
55,-2.0893223273641
56,52.2559194213717
57,5.73834722905311
58,10.5364806307856
59,-9.79990202216267
60,77.3698154582446
61,113.016958844937
62,45.834936612382
63,-25.5183143072547
64,113.46829698977
65,128.944283217593
66,11.483251332353
67,59.8956444891273
68,41.0111079463274
69,44.2225216630174
70,145.647037994743
71,56.2574424688943
72,100.18652977878
73,48.760287538071
74,77.2073503860443
75,3.66532563664283
76,6.88109167350008
77,62.0611026096903
78,41.2041112581151
79,-99.308053142364
80,32.0597117006816
81,73.72962820983
82,11.2669450681867
83,16.9776927004593
84,61.0987977668904
85,33.5726326582392
86,106.121623065823
87,57.5947131301976
88,53.7154505518549
89,69.4845483132788
90,-14.2383877737165
91,30.6607108163363
92,106.509812521086
93,-24.8069292518557
94,67.3079491921449
95,17.053279947592
96,18.3815692617193
97,-0.56363773742907
98,41.3259352102029
99,51.2741503762457
100,15.1439315089446
101,-0.409846990864458
102,-45.7779722659751
103,-48.6261391191436
104,28.8195277166796
105,23.7326324891865
106,85.7624042537204
107,94.2357983579938
108,-81.6374391608685
109,55.2769527661945
110,89.8751849169877
111,63.6533204789023
112,54.2029286072659
113,47.6307721871998
114,-22.4037545378919
115,21.8899137476133
116,45.1233819477938
117,-13.985432166288
118,-1.56597302137862
119,117.516211048804
120,16.9463038401131
121,85.6038544013272
122,100.620090699211
123,31.0300759869296
124,-20.5969677965713
125,-33.1215022994848
126,14.4905849489347
127,-23.5988843552912
128,-55.3080415573717
129,11.3658421856869
130,71.3854315668815
131,109.667658242838
132,101.731768795867
133,50.5170438315115
134,21.338000850765
135,-55.1217163470982
136,77.9794582696283
137,50.9984343489991
138,8.79744244953085
139,78.2088617816804
140,-35.5924695258016
141,35.6783673172047
142,-2.85432143801299
143,32.3467968128546
144,-51.3753504154248
145,86.2288471197664
146,-9.82605473296427
147,10.2082572498277
148,130.064133240799
149,-18.1986391625023
150,88.6787098305886
151,84.9244011655571
152,31.5282390509297
153,2.80840710373274
154,-46.02121475856
155,-24.2567490346516
156,-46.1429285730041
157,39.6407683228635
158,60.5709645418485
159,1.65640585224007
160,-20.018661015756
161,-11.370189180957
162,-7.44014453825866
163,-167.930479106313
164,56.659889195426
165,-46.5592490426883
166,23.151569408638
167,-67.0700876419309
168,-70.0703826870645
169,14.4000949350929
170,22.2845800176869
171,119.132437882342
172,49.8113267908214
173,93.7319590524094
174,77.22871884941
175,126.73117726988
176,17.3077698237183
177,166.506529614981
178,16.4878167031371
179,53.0670469931803
180,-24.9824679268008
181,-39.1191831599635
182,29.8710724146864
183,-18.2793851713827
184,88.6960717185162
185,52.2711799850509
186,-36.9390958618486
187,62.3103063666943
188,-1.44892187444095
189,-8.05365505271255
190,38.5495700995027
191,116.466324031369
192,64.4519693606622
193,88.541310145951
194,82.1748500405651
195,-27.0675631084756
196,-21.1749270256433
197,-2.62707654059626
198,80.9294804269818
199,20.8022818060967
200,40.888776558634
201,68.7447936815101
202,42.6060390919361
203,88.8134869865348
204,-9.84546264035269
205,-48.0976512131343
206,-12.2759140703299
207,1.73735524865982
208,13.0866136409938
209,38.1435474063976
210,94.2047420594748
211,89.6282976974298
212,12.5601190416449
213,29.2511549036994
214,-20.4385157792002
215,71.4172083066263
216,6.03531345015687
217,16.8906170864299
218,54.5846259194664
219,-41.9631358587323
220,10.6034790871408
221,31.0844766089499
222,84.2684703553658
223,60.9637046383039
224,21.3909527039758
225,29.5337083863256
226,55.3450523360966
227,119.283363598132
228,12.6308481019843
229,76.359997792049
230,5.5035967560901
231,31.0358090129628
232,-35.5552901660285
233,84.6588146705838
234,49.4856754278377
235,0.00233786596949279
236,68.0423314220883
237,-23.5186725028615
238,2.98935375667356
239,35.6092925770502
240,59.6752057279751
241,34.4119815256537
242,20.5116239104291
243,-73.7130596027646
244,43.6662035713182
245,51.2966335068973
246,47.7759964400152
247,-1.00448497335773
248,32.4496957451888
249,-63.8738064237813
250,-67.9579670656001
251,93.6764914349022
252,-7.41734079469356
253,15.0471305813448
254,-16.6136011811087
255,41.4392305740931
256,25.6394340100228
257,4.0081431991115
258,67.5769822664963
259,86.4744034075429
260,-56.9285798977693
261,55.0741889859372
262,90.686427124864
263,-36.0057546779743
264,43.5129216405207
265,-4.62592867382275
266,-23.5533888588523
267,-51.7215023283853
268,26.7769703884468
269,8.64568805810956
270,21.8536403283759
271,106.899056437945
272,88.7038722831205
273,76.9001727725655
274,-72.3771120449442
275,96.9087308639268
276,68.6819056010092
277,91.7514169210854
278,56.3590443100728
279,47.2334602783066
280,-14.9870760979463
281,-38.8088726886402
282,56.9919466188952
283,15.0915056589476
284,23.6617591268066
285,45.1898643742317
286,68.8417352151184
287,35.9803868307333
288,-2.82853465591576
289,-2.0226101152081
290,-10.3989323382263
291,39.3208775957993
292,18.5697934100514
293,103.935942826097
294,107.715288153023
295,31.4676729182645
296,-39.2017404553649
297,79.1825684956287
298,94.7573462047012
299,57.4319749725712
300,40.6782383374454
301,60.2773807090795
302,-37.3332772745559
303,23.2636981288167
304,5.93320164388743
305,31.0431574062933
306,-18.5561760447396
307,1.05944579510939
308,74.4766812408568
309,33.8853643157999
310,71.6785179948963
311,0.315918866789882
312,-57.924529135711
313,-114.05660303848
314,-1.17324971801274
315,-108.930631438165
316,21.2958425300922
317,8.43518103965647
318,53.5853350806219
319,16.2930637489711
320,95.3098978401634
321,35.0925949370914
322,95.9351379620181
323,-33.2575057381593
324,59.3772308515161
325,18.7260194274383
326,101.712314730089
327,47.8529954470742
328,-76.0816269668817
329,21.1780296045153
330,59.165301075881
331,-30.9832878001582
332,-40.0517786976765
333,-6.8504572520227
334,21.5816141448457
335,-104.466332032616
336,37.3536913614906
337,-7.2580935463078
338,31.6889005332334
339,45.0912675147618
340,-6.11774732081474
341,28.057115864751
342,49.172927746832
343,80.9290337303066
344,-16.403022519375
345,-20.277784321663
346,53.8272769106384
347,-23.6185422349658
348,32.4922501160354
349,60.0823701778745
350,66.9452717982198
351,-17.2297449387285
352,-67.7672248474924
353,-27.4204692289159
354,74.0765766550298
355,54.5613876301199
356,-34.6969835427492
357,21.7695189646722
358,-30.5810286557668
359,-0.502267517433803
360,40.9337573532383
361,122.495629582114
362,67.41511864799
363,55.6653270953243
364,45.2563536399686
365,46.0085830484104
366,-37.7269687957674
367,-16.9040537405819
368,38.6301962915718
369,26.7132124722777
370,-27.3624986686352
371,-5.25805224312964
372,-75.6851317881171
373,79.3605578087653
374,159.820840677767
375,-8.37466097792838
376,55.6976187303499
377,108.858354425591
378,-8.49629657552575
379,85.3110598267135
380,-30.5502421317813
381,47.2020884762411
382,30.7813953533462
383,4.86339772419569
384,-20.6906221843737
385,50.3513390618341
386,87.6221194548988
387,51.6185235774003
388,33.2576763098909
389,56.4631440614102
390,-27.9704717302587
391,50.070748655571
392,46.4644794207156
393,-60.6617162920103
394,58.5978702284251
395,77.1139316090426
396,20.5005984692725
397,67.8127698134995
398,-7.38972592045785
399,-34.3535676728868
400,40.4906217588592
401,104.467282883842
402,101.571640690211
403,83.5296472759508
404,50.8652793377349
405,108.259717276889
406,46.5688269415893
407,143.212085048641
408,-3.02994016359378
409,62.3354892850442
410,-9.00198836893778
411,-6.52782028216449
412,13.1978903311251
413,74.694213139685
414,-26.137190264259
415,17.5703397903194
416,40.4786612028764
417,137.103864432483
418,-41.970396148277
419,-17.342344624429
420,49.8226647613458
421,27.9905638618148
422,-44.1865522313632
