"rep","stat"
1,14.6966051234023
2,8.57013640489006
3,144.891335965192
4,30.3463435914439
5,-25.5914229801289
6,-25.7318507976658
7,69.4087007014896
8,45.2349595664585
9,56.8456615267371
10,34.6017186123414
11,-13.9086130751607
12,30.7798445853651
13,103.106772318599
14,-3.43053519352596
15,9.72278335927155
16,61.209335909534
17,-26.351871532855
18,23.8287635408949
19,34.8331948824969
20,-0.0897008064978166
21,-27.0810764097555
22,1.50873556443819
23,-13.7521209421428
24,81.5690886360986
25,56.9852958849983
26,3.67619087880632
27,38.9764876859455
28,56.8678358862097
29,121.278045269779
30,-25.227855012949
31,77.4302998439854
32,-3.13978583262598
33,61.187450277321
34,10.1836653189698
35,41.4834397673325
36,94.335404936883
37,95.8640864155336
38,0.0380706146517795
39,51.0534282978638
40,14.0590515193004
41,24.3952722680902
42,-14.5760831460326
43,37.1950371928223
44,76.1279688819512
45,120.052964891613
46,32.6796286918374
47,-4.7704862924793
48,-96.9374989198882
49,-7.76951066789021
50,8.68335742002163
51,-91.4897432934389
52,47.4970231610039
53,33.6735336740751
54,-2.70689132480442
55,88.3875838175644
56,34.7172460341758
57,-51.9783442388677
58,61.6179333827508
59,103.195263851137
60,25.6627646172331
61,9.62392464373758
62,119.658184547573
63,-4.43661394870343
64,-33.404687717549
65,91.1073988557029
66,87.2193831996877
67,48.2750020982762
68,-40.0801690915035
69,60.7330528079213
70,54.6982350492076
71,27.0166541391642
72,-77.3832643148703
73,-76.294971336591
74,104.253998887253
75,35.7757390422831
76,-46.2661336054263
77,23.7767080548794
78,-80.7987558351093
79,-12.1139373393068
80,166.072332760993
81,-26.8878741920125
82,36.5244962682164
83,18.2347595091311
84,49.6270449250675
85,-22.3682497276818
86,53.1065554533192
87,6.03207960981645
88,-38.3805358735161
89,-11.3080898372433
90,58.6553339112851
91,34.7730925882402
92,18.2226330221654
93,31.7905240146741
94,81.6770017440916
95,48.5443351383434
96,-2.57010611790386
97,199.345655908964
98,20.3833736763032
99,1.87584555652524
100,18.6128741918736
101,11.6220916549112
102,38.0094226389135
103,-16.8391133200771
104,71.0223705566687
105,2.45944374144626
106,2.29748410545277
107,89.0037084813515
108,74.2382858526236
109,-23.4613809678817
110,4.94482831215377
111,41.8247264314726
112,124.288196392031
113,105.729405294264
114,16.6011757534165
115,54.8177080356265
116,-127.541365139787
117,14.6818741573339
118,15.3981276429613
119,87.9989633829863
120,55.8320352628217
121,48.6006422356065
122,4.78212991331388
123,-20.5219837274788
124,0.227478692430029
125,12.9417802838988
126,46.7541689063942
127,54.3923175760481
128,123.109262169964
129,45.7054845919519
130,31.7905240146741
131,-41.0179902185223
132,128.115089607136
133,22.6798391173189
134,-26.4196037676101
135,26.7587957040854
136,2.26429893910747
137,19.230702833055
138,75.5274343095195
139,-8.95598356937506
140,14.9792935329411
141,17.8496023301066
142,28.9242855652059
143,-70.0143764984028
144,-30.5714200195423
145,43.5247214335776
146,16.6552354354126
147,-49.9830421949594
148,-74.6159170308887
149,53.3686749593749
150,70.4451967338284
151,-27.6880646633089
152,-57.8691707508858
153,71.6426080164844
154,22.8552322708208
155,52.2118359273878
156,58.8517828595658
157,32.5504584205981
158,-9.38422625795971
159,29.8835835017143
160,-36.4217265815664
161,-40.7895642668669
162,20.6280100688313
163,90.7393344813829
164,-49.9304303050285
165,-7.70051335954853
166,24.9638514916686
167,49.6270449250675
168,65.4092794692771
169,-15.6459573690286
170,73.9749623403143
171,-80.4323210368676
172,57.1761956980205
173,22.9842967165773
174,53.2754117115883
175,76.7007950211697
176,5.93804077639794
177,53.7699610736786
178,31.8996076814023
179,69.20597019378
180,36.8013941131791
181,15.9857696352424
182,107.734066012448
183,-19.562185145571
184,62.8832251814182
185,42.9157535453345
186,30.4299510903588
187,25.630890827436
188,47.5679826385958
189,44.3163559852159
190,40.4542733408173
191,-50.6165810880886
192,41.790006594008
193,76.0185841995052
194,77.4014170799176
195,89.2518677414277
196,52.3175324841922
197,-12.6898968345163
198,69.7282054571166
199,133.646286192993
200,-26.9779791150528
201,118.696923165674
202,-78.5780833424749
203,75.6047632935401
204,88.3199685483366
205,67.5918179848384
206,2.84853794094512
207,78.4858608009318
208,-7.02616179485454
209,70.2584877332214
210,88.9366294180958
211,65.8722178019946
212,48.6006422356065
213,-39.1877386125973
214,70.2520723023504
215,-33.2519791332892
216,-15.5164990480448
217,69.5769826434456
218,125.495325060936
219,-9.73372084044532
220,-1.1254614958269
221,96.6261219144728
222,45.2221156051538
223,50.7847813682049
224,7.37206965588719
225,14.1188119175472
226,85.5660558676304
227,-61.1779263865513
228,43.0688054626344
229,-36.424925134661
230,14.0026449238875
231,34.6052409552694
232,-37.554503665351
233,3.0723308385513
234,21.5604164943358
235,-20.3043704979999
236,-63.6945543842548
237,13.2421946230038
238,8.38154515682102
239,71.5663657597989
240,-5.27395971845405
241,19.2942117169431
242,25.7528025534387
243,94.2195185070583
244,40.2635410098
245,120.522527738247
246,109.501244392308
