"","x"
"mean",0.488
"sd",0.176866143320482
"vol_tot",15.3227945962867
"vol_median8",12.6237498026998
"vol_max8.97.5%",15.2483975574473
"vol_min8.2.5%",10.0041463442606
"cor_perf_vol.cor",0.849836689523021
"cor_pe",5.9590091357706e-15
