"pc_1","pc_2","pc_3"
3.07280461351223,2.18115421275411,-0.827648003784018
2.23045110866759,-0.635874699593587,-1.72717138904282
5.17861817029011,-0.625637402064041,0.0198369121358579
2.83838390349512,0.384828286566183,-1.0842878869737
6.32316014602736,2.30257658373686,1.4325185475575
3.87662962519442,-0.503948051949803,-0.540133919964232
6.71658128530567,1.59032353765188,1.53983527005647
3.03273678176772,0.589281292464281,-0.884371618190592
3.16975677318914,-0.155088047346552,-0.695189138262504
6.72355817501007,1.55438168454414,1.39259060286951
5.35116097905951,0.488239118452293,0.630745053889916
5.54548089936275,1.67944590530773,0.580717400351528
4.72541628131337,-0.126327429789624,-0.3520745516423
2.48766256586994,-1.58359894485522,-1.53062599114852
3.79808586847592,-0.097544781117777,-1.77796031088366
5.83867928239596,1.67779843023023,1.13069819166262
2.58306646647876,1.83947128375992,-1.63414895259741
2.97514746868982,-0.720142279751745,-1.91757814200724
2.26601340477567,1.76928397414217,-0.739354453470938
4.51839063120662,-0.460909157525357,-1.02050063477048
2.41487248175321,2.17457472076274,-0.742242409391903
4.24589276198831,-1.31729716615236,-0.818246946900179
4.61759648494502,-0.320857608073655,-0.185366990535022
4.08972548920377,1.45698131312878,-1.19873925836982
6.47576199526305,2.6867407817403,1.25710988802039
2.57322956421647,0.198303626091748,-1.24048840187072
2.16558546579226,0.467575913329802,-1.16042416255447
2.76483422824066,1.04981672458498,-1.76870415695764
3.7048196744242,0.449039665753125,-0.281110907752067
4.60503371348446,-0.760060477204116,-0.78256533680207
3.34128152472629,2.33461492159444,-1.13060883265969
2.75274994128501,1.03358119796474,-1.57172853034192
4.44235694674703,-1.01923583030387,-1.1772140242155
4.62531992868937,-1.27475391047025,-0.680278719635859
3.30043517061464,0.868321954571931,-1.30500504049224
3.69147374430592,-0.529620355637945,-0.53562741944468
3.23870321954016,-1.13346828953226,-0.608021485685144
3.4639986049126,-0.816615669122079,-0.437592176315464
6.61061616879001,1.99579050304015,1.71880637942702
3.18104817627179,1.21655330582538,-1.62740323815076
4.62841195002286,0.684606983037575,0.014951687058953
3.95013115052904,0.639550473198993,-0.216235441888771
5.98084037242506,2.25990928160803,1.19127776309221
6.72238826435576,2.03657155160754,1.68745116806771
4.88431301474365,-0.465153597934729,-0.0044740094314083
4.81469352176619,0.0925749799931725,-0.976421474259413
7.52239683192259,1.80162839240937,1.53435483361565
3.13160391214437,-0.636902475563623,-1.13411682758188
3.87359723349384,-0.273518339329683,-1.44937059330124
2.99547107498185,1.81152973097224,-0.987377854970814
3.46762150996359,1.1701946718153,-1.77906073214048
4.11587029667445,0.149635788607602,-0.148968562581599
1.9673780151738,1.54443174261503,-0.85360820923778
3.96751699359002,-0.280020688181039,-0.917601427586139
6.18494467535729,1.52916457497494,1.18825294967856
4.15697953913898,1.55768970013004,-1.02330756633753
4.51243468077114,-0.54586766391883,-0.0867936150743567
4.22822276563865,0.79621467387839,-1.08484345233313
5.47968919964189,0.37328941007211,0.455021491066364
7.10515362412004,2.28949979624686,0.549560245519784
3.6167030086527,1.28098795052025,-1.68526469175711
4.17275707341393,-0.466165948983435,-0.530226137120237
3.00558988422256,1.96180526193236,-0.594901654141953
4.37467287050631,-0.0118273312833924,-1.10363722180764
3.14024997571526,1.07381171486614,-0.857025421660625
6.36082309279019,1.76091102189989,1.03566838513168
3.50302171465889,1.46877931666254,-0.993428896482462
2.85976270362461,0.717079267899572,-1.1187698251581
6.88702417494922,1.72679048245392,0.617907965306345
7.37810182026021,2.47031339159909,0.75496303908
4.12523477840891,1.03743085234466,-1.60547241600477
4.11243389572669,-1.19426083943188,-1.01369006410896
2.94096247277216,1.43059267708537,-0.805781814887743
3.28795176168507,0.0802218862881923,-1.61971399061012
4.49737773091745,-1.17112328424367,-0.385217876809056
3.10642372711283,0.953908652913949,-0.796534022480343
4.01042197387732,-0.193472879266087,-1.10041672349456
4.43913341023075,-1.4227182039239,-0.481525769246439
4.24013326822868,1.181232689259,-0.445619141418018
2.12470901211808,1.4928813922378,-1.15525475667321
3.15375953276457,-0.836483244186794,-1.73417518386708
2.44930542519287,-1.09189315957235,-1.36969252771724
6.22705506018761,1.65881956195206,1.44338064422764
3.68534985526509,-0.667123073393749,-0.424448263182776
2.07585988515167,-1.09567594430801,-1.50725291574098
3.67795680021251,0.984276325606142,-0.447462498215648
2.60263795720513,-0.477174245483716,-1.46455735142598
5.49830213610313,0.969213474385704,0.160423368401542
2.21867666796574,1.78122326910087,-1.4830032036367
3.69968178895553,-0.701844898590476,-0.421658025149261
2.04949252143178,-0.856296840201993,-1.66301121750417
2.31052695806712,1.77568557860865,-0.819273147390861
8.02646786680579,2.00872403050254,1.73081953553079
6.02729999061168,1.48285346840374,0.725210902995926
4.90415065411239,-1.07667295759621,-0.504657211326453
4.6292364292903,-0.487805560101031,-0.455578914170537
3.17630810629658,-1.12316805796963,-0.743341344094185
