"","x"
"mean",0.762666666666667
"sd",0.15292165972682
"vol_tot",20.0452106221425
"vol_median6",17.4682444226033
"vol_max6.97.5%",21.2789243231496
"vol_min6.2.5%",10.4032863846752
"cor_perf_vol.cor",0.85198262106024
"cor_pe",4.32707726094157e-15
