"cod","country","second","pop_risk","pop_tot","incid"
"BRA-629","Brazil","Sergipe",23181.55528074,23345.5855921744,0.992973818935201
"BRA-670","Brazil","Roraima",6279.30569111503,6570.63323373068,0.955662181672216
"BRA-681","Brazil","Amapá",11014.8122215982,11014.9510043634,0.999987400509985
"BRB-1989","Barbados","Christ Church",0,561.19648270852,0
"BRB-1990","Barbados","Saint Andrew",0,0,0
"BRB-1991","Barbados","Saint George",0,483.952350100938,0
"BRB-1992","Barbados","Saint James",0,380.413987244536,0
"BRB-1993","Barbados","Saint John",0,0,0
"BRB-1994","Barbados","Saint Joseph",0,163.864049121271,0
"BRB-1995","Barbados","Saint Lucy",0,188.524271315151,0
"BRB-1996","Barbados","Saint Michael",0,1096.03910526549,0
"BRB-1997","Barbados","Saint Peter",0,0,0
"BRB-1998","Barbados","Saint Philip",0,389.85888713542,0
"BRB-1999","Barbados","Saint Thomas",0,0,0
"CAN-630","Canada","Manitoba",0,13660.3466908848,0
"CAN-631","Canada","Saskatchewan",0,11251.6054235566,0
"CAN-632","Canada","Alberta",0,45212.2150063934,0
"CAN-633","Canada","British Columbia",0,43271.0788017023,0
"CAN-634","Canada","Nunavut",0,287.378133311865,0
"CAN-635","Canada","Northwest Territories",0,492.56396122688,0
"CAN-636","Canada","Yukon",0,422.093312493751,0
"CAN-682","Canada","Ontario",0,145759.475105127,0
"CAN-683","Canada","Québec",0,74041.8406201108,0
"CAN-684","Canada","New Brunswick",0,7369.80727049538,0
"CAN-685","Canada","Nova Scotia",0,8381.32738922754,0
"CAN-686","Canada","Newfoundland and Labrador",0,5174.9627054883,0
"CAN-687","Canada","Prince Edward Island",0,902.334638194112,0
"CHL-2691","Chile","Aisén del General Carlos Ibáñez del Campo",0,1290.90174378012,0
"CHL-2692","Chile","Magallanes y Antártica Chilena",0,1418.79789583784,0
"CHL-2693","Chile","Tarapacá",212.137970082862,4446.40332083438,0.0477100152136117
"CHL-2694","Chile","Arica y Parinacota",60.6198269452345,1888.52250045741,0.0320990758280889
"CHL-2695","Chile","Antofagasta",751.891655393304,7080.1703084137,0.106196831804991
"CHL-2696","Chile","Atacama",631.238639663064,3223.64205655928,0.195815363054548
"CHL-2697","Chile","Coquimbo",5318.72782962235,8949.8998375701,0.594277916641622
"CHL-2698","Chile","Región Metropolitana de Santiago",536.034454858102,89363.5684440788,0.00599835552889248
"CHL-2699","Chile","Valparaíso",5461.50035921997,20930.549511621,0.260934399079567
"CHL-2700","Chile","La Araucanía",0,11787.2178943949,0
"CHL-2701","Chile","Los Ríos",0,3722.10294110182,0
"CHL-2702","Chile","Bío-Bío",0,23862.6686721394,0
"CHL-2703","Chile","Libertador General Bernardo O'Higgins",173.920607613899,10853.7377561625,0.0160240289125422
"CHL-2704","Chile","Los Lagos",0,10525.2919681577,0
"CHL-2705","Chile","Maule",0,11372.9296511019,0
"COL-1283","Colombia","Amazonas",1391.12985754295,1391.12985754295,1
"COL-1314","Colombia","Antioquia",11745.5611304164,79241.9472940786,0.148224034510748
"COL-1315","Colombia","Boyacá",5527.8658945797,15269.4144009277,0.362022127989653
"COL-1316","Colombia","Córdoba",24369.059347284,25112.3401338058,0.970401771298042
"COL-1317","Colombia","Santander",19005.1106863637,26281.5614441041,0.723134762247061
"COL-1318","Colombia","La Guajira",12107.0356258816,14241.129781928,0.850145726587328
"COL-1342","Colombia","San Andrés y Providencia",0,2264.73498047942,0
"COL-1397","Colombia","Caldas",0,10150.4918798354,0
"COL-1398","Colombia","Cundinamarca",4830.71584639642,52467.4371279187,0.0920707416033843
"COL-1399","Colombia","Bogota",0,94531.993443833,0
"COL-1400","Colombia","Quindío",0,8023.57080455617,0
"COL-1401","Colombia","Risaralda",0,11688.5573341199,0
"COL-1402","Colombia","Tolima",400.318947861385,16990.7114251162,0.0235610468476099
"COL-1403","Colombia","Caquetá",1432.89666598978,6539.66232159311,0.219108662729961
"COL-1404","Colombia","Cauca",2690.3368392857,17401.9873832354,0.154599401783126
"COL-1405","Colombia","Huila",198.675108707783,14781.0561970382,0.0134411983865939
"COL-1406","Colombia","Nariño",16012.7944183613,22088.9512864804,0.724923252837357
"COL-1407","Colombia","Putumayo",328.771248752028,5136.78523428833,0.0640033082476295
"COL-1408","Colombia","Valle del Cauca",42351.8190059525,53319.7224530286,0.794299314728464
"COL-1412","Colombia","Atlántico",25656.1329009623,30314.5459789387,0.84633076539517
"COL-1413","Colombia","Bolívar",27460.391441354,28803.2710678737,0.953377530511888
"COL-1414","Colombia","Cesar",8941.41227893262,11697.3288477859,0.764397786476272
"COL-1415","Colombia","Chocó",6165.82854945896,6490.95577569111,0.949910731567488
"COL-1416","Colombia","Magdalena",11123.0920399011,17962.458722537,0.619241063359842
"COL-1417","Colombia","Sucre",9387.78924037492,10843.0785680527,0.865786333784806
"COL-1420","Colombia","Arauca",1819.92893418351,4176.05411024688,0.435801090248785
"COL-1421","Colombia","Norte de Santander",4699.62973667821,13977.5015462784,0.336228167896682
"COL-1422","Colombia","Casanare",1849.2657432363,9057.28968016561,0.204174295902887
"COL-1423","Colombia","Guaviare",1888.99727648268,1896.88714552032,0.995840622856098
"COL-1424","Colombia","Guainía",1148.12343907899,1148.12343907899,1
"COL-1425","Colombia","Meta",1634.26283537894,12246.2306232289,0.133450274264723
"COL-1426","Colombia","Vaupés",1026.80582089093,1026.80582089093,1
"COL-1427","Colombia","Vichada",1010.04722644581,1010.04722644581,1
"CRI-1327","Costa Rica","Cartago",3095.01966317715,5099.21061489204,0.606960546822338
"CRI-1328","Costa Rica","Heredia",7955.91224529552,7955.91224529552,1
"CRI-1329","Costa Rica","Limón",2295.38823612185,4472.07994340821,0.513270841570089
"CRI-1330","Costa Rica","Puntarenas",3173.59116754603,4110.42842643917,0.772082819185661
"CRI-1331","Costa Rica","San José",14108.9850507954,14537.8883733693,0.970497550155938
"CRI-1333","Costa Rica","Alajuela",9271.01429226761,9549.74669324502,0.970812586979446
"CRI-1334","Costa Rica","Guanacaste",2437.407767428,3900.37142708034,0.624916834972444
"CUB+99?","Cuba",NA,2.76073479332692,6.97362078598328,0.395882551984458
"CUB-1319","Cuba","Cienfuegos",0,4306.8675214344,0
"CUB-1320","Cuba","Isla de la Juventud",878.94316110998,878.94316110998,1
"CUB-1321","Cuba","Pinar del Río",2031.55846723333,7047.2239177132,0.288277836912066
"CUB-1322","Cuba","Sancti Spíritus",217.2866728712,4810.30343534146,0.0451710948782955
"CUB-1363","Cuba","Ciego de Ávila",94.5580364678614,4208.69864685868,0.0224672860667842
"CUB-1364","Cuba","Camagüey",620.240572448244,7487.66275856085,0.0828350037184976
"CUB-1365","Cuba","Guantánamo",4577.21651652054,5036.01799273966,0.908895981531329
"CUB-1366","Cuba","Granma",2673.49790219235,7912.76666097092,0.337871444557965
"CUB-1367","Cuba","Holguín",2453.28105185467,10225.5443918624,0.239916913744663
"CUB-1368","Cuba","Las Tunas",84.2540584627907,5378.11340522135,0.015666099264659
"CUB-1369","Cuba","Santiago de Cuba",6135.25648096569,10729.1238621838,0.571832011613755
"CUB-1428","Cuba","Ciudad de la Habana",7261.30028582389,15959.8971322424,0.454971622038498
"CUB-1429","Cuba","Artemisa",689.977224162508,4938.66136362825,0.139709361173046
"CUB-1430","Cuba","Matanzas",43.8974211476668,6111.51454002631,0.00718274019642238
"CUB-1431","Cuba","Villa Clara",0,7124.11237016711,0
"CUB-5489","Cuba","Mayabeque",0,6992.93562172949,0
"CUW-5151","Curaçao","Curaçao",0,1412.80057314078,0
"CYM+00?","Cayman Islands","Cayman Islands",946.63212576363,946.63212576363,1
"DMA-1432","Dominica","Saint Andrew",0,29.2177813286083,0
"DMA-1433","Dominica","Saint David",27.4999268690091,65.1914736887764,0.421833183282427
"DMA-1434","Dominica","Saint George",0,365.563740917538,0
"DMA-1435","Dominica","Saint John",0,81.8488343637866,0
"DMA-1436","Dominica","Saint Joseph",0,57.2882563078795,0
"DMA-1437","Dominica","Saint Luke",0,0,0
"DMA-1438","Dominica","Saint Mark",0,87.4554435121936,0
"DMA-1439","Dominica","Saint Patrick",0,47.2207200354499,0
"DMA-1440","Dominica","Saint Paul",0,90.4598970018503,0
"DMA-1441","Dominica","Saint Peter",0,0,0
"DOM-1390","Dominican Republic","Santiago",10914.3096501662,10930.9629717789,0.998476500043434
"DOM-1391","Dominican Republic","Santiago Rodríguez",572.420993343954,572.420993343954,1
"DOM-1392","Dominican Republic","Valverde",2431.46416159025,2431.46416159025,1
"DOM-1393","Dominican Republic","San Juan",2258.45092816717,2305.99089464387,0.97938414822577
"DOM-1394","Dominican Republic","Santo Domingo",31095.5696096194,31095.5696096194,1
"DOM-1395","Dominican Republic","Sánchez Ramírez",370.547623331018,1723.31244690856,0.215020569250656
"DOM-1396","Dominican Republic","San Pedro de Macorís",3537.95059087437,3537.95059087437,1
"DOM-1964","Dominican Republic","Monte Cristi",1860.00377069136,1860.00377069136,1
"DOM-1965","Dominican Republic","Puerto Plata",2465.19594309634,2465.19594309634,1
"DOM-1966","Dominican Republic","Dajabón",1773.20544544895,1773.20544544895,1
"DOM-1967","Dominican Republic","Espaillat",2683.00438019573,2683.00438019573,1
"DOM-1968","Dominican Republic","Hermanas",1035.65008410699,1035.65008410699,1
"DOM-1969","Dominican Republic","Bahoruco",1430.92365736079,1430.92365736079,1
"DOM-1970","Dominican Republic","Barahona",2533.66688327666,2533.66688327666,1
"DOM-1971","Dominican Republic","Independencia",1167.94409876926,1167.94409876926,1
"DOM-1972","Dominican Republic","La Estrelleta",909.333377428067,909.333377428067,1
"DOM-1973","Dominican Republic","Pedernales",438.507113785115,438.507113785115,1
"DOM-1974","Dominican Republic","Azua",2070.00622744281,2442.2651961289,0.847576352774409
"DOM-1975","Dominican Republic","La Vega",2288.82193618065,4949.71924969253,0.462414496806627
"DOM-1976","Dominican Republic","Monseñor Nouel",0,2037.5854980699,0
"DOM-1977","Dominican Republic","Peravia",2321.43210671862,2321.43210671862,1
"DOM-1978","Dominican Republic","San José de Ocoa",418.47874696523,587.897600410446,0.711822512412137
"DOM-1979","Dominican Republic","Duarte",3028.46096070801,3028.46096070801,1
"DOM-1980","Dominican Republic","Hato Mayor",1114.61463656493,1114.61463656493,1
"DOM-1981","Dominican Republic","Monte Plata",2521.20903643437,2637.41045114976,0.955941095681663
"DOM-1982","Dominican Republic","María Trinidad Sánchez",1889.70729935138,1889.70729935138,1
"DOM-1983","Dominican Republic","Samaná",1223.95315830872,1223.95315830872,1
"DOM-1984","Dominican Republic","San Cristóbal",4248.91334109688,4331.33502453393,0.980970836250211
"DOM-1985","Dominican Republic","Distrito Nacional",9316.94064338617,9316.94064338617,1
"DOM-1986","Dominican Republic","El Seybo",985.712779288367,985.712779288367,1
"DOM-1987","Dominican Republic","La Altagracia",6433.27350333064,6433.27350333064,1
"DOM-1988","Dominican Republic","La Romana",1653.76165405416,1653.76165405416,1
"ECU-1266","Ecuador","Azuay",5626.70379160669,8734.97847039938,0.644157717236986
"ECU-1267","Ecuador","El Oro",741.890466970981,6641.2730195256,0.11170907517125
"ECU-1268","Ecuador","Loja",2419.74690466016,4729.53121866002,0.511625104643189
"ECU-1269","Ecuador","Zamora Chinchipe",12.2981569636574,1221.86192037455,0.0100650955386903
"ECU-1270","Ecuador","Galápagos",76.9916340246611,230.148685944445,0.334529974432468
"ECU-1277","Ecuador","Bolivar",2155.54582032989,2219.15070508823,0.971338185994985
"ECU-1278","Ecuador","Cañar",2655.21164353886,2655.21164353886,1
"ECU-1279","Ecuador","Cotopaxi",788.851447739373,4615.30762574404,0.17092066481965
"ECU-1280","Ecuador","Guayas",8835.13474250619,37534.9875686154,0.235383979449979
"ECU-1281","Ecuador","Los Rios",9312.14390998885,9312.14390998885,1
"ECU-1282","Ecuador","Manabi",4549.24405275328,14665.7832484424,0.310194414828574
"ECU-1284","Ecuador","Chimborazo",4400.0841973761,4891.91568565697,0.89946035052834
"ECU-1285","Ecuador","Morona Santiago",454.941902868437,1968.24475143769,0.231140920119883
"ECU-1286","Ecuador","Orellana",258.475238705584,2429.54268969963,0.106388432605619
"ECU-1287","Ecuador","Pichincha",6767.81362284866,31578.4444203183,0.214317511425423
"ECU-1288","Ecuador","Pastaza",86.0481718639463,1194.61589826275,0.0720299905510049
"ECU-1289","Ecuador","Napo",154.038165588355,5557.00153538516,0.0277196550347324
"ECU-1290","Ecuador","Tungurahua",92.1390054470528,1610.31888466766,0.0572178630731693
"ECU-1335","Ecuador","Esmeraldas",6989.04544763541,7035.62158105612,0.993379954722677
"ECU-1409","Ecuador","Carchi",1183.68690307758,2251.74825525738,0.525674617628281
"ECU-1410","Ecuador","Imbabura",2746.33929352898,4604.25408774789,0.596478656735541
"ECU-1411","Ecuador","Sucumbios",612.381417858499,2460.58744621625,0.248876104281595
"ECU-5507","Ecuador","Santa Elena",0,2260.33034467186,0
"ECU-5508","Ecuador","Santo Domingo de los Tsáchilas",4740.22308323709,4818.82807830098,0.983687943668743
"FLK-5152","Falkland Islands","Falkland Islands",0,6.17128272710611,0
"FRA-1442","Martinique","Martinique",2650.37505735168,4164.54704206528,0.636413763749276
"FRA-2000","French Guiana","Guyane française",3298.10976821291,3307.43378843198,0.997180889833174
"FRA-4603","Guadeloupe","Guadeloupe",1142.08393557497,3378.0949644138,0.338085207078586
"GRD-5070","Grenada","Saint Andrew",0,225.473660415137,0
"GRD-5071","Grenada","Saint David",0,0,0
"GRD-5072","Grenada","Saint George",0,230.983983783732,0
"GRD-5073","Grenada","Saint John",0,112.763122746363,0
"GRD-5074","Grenada","Saint Mark",0,0,0
"GRD-5075","Grenada","Saint Patrick",0,143.388711671675,0
"GRL-2738","Greenland","Pituffik",0,0.967605219600578,0
"GRL-2739","Greenland","Kommuneqarfik Sermersooq",0,244.945706705566,0
"GRL-2740","Greenland","Kommune Kujalleq",0,31.7260525165748,0
"GRL-2741","Greenland","Qeqqata Kommunia",0,80.9158630766785,0
"GRL-2742","Greenland","Nationalparken",0,0,0
"GRL-2743","Greenland","Qaasuitsup Kommunia",0,37.3098723695808,0
"GTM-1942","Guatemala","Baja Verapaz",1096.70063724815,3817.14539649572,0.287309107548003
"GTM-1943","Guatemala","Huehuetenango",5957.96303978027,14469.329302155,0.411764976479797
"GTM-1944","Guatemala","Petén",0,8766.54098747393,0
"GTM-1945","Guatemala","Quezaltenango",9044.96890937597,9044.96890937597,1
"GTM-1946","Guatemala","Retalhuleu",4390.64085241307,4390.64085241307,1
"GTM-1947","Guatemala","San Marcos",12479.8705149646,12479.8705149646,1
"GTM-1948","Guatemala","Alta Verapaz",69.5959688651015,14310.0370757276,0.00486343735497016
"GTM-1949","Guatemala","Chimaltenango",6691.95889362532,6691.95889362532,1
"GTM-1950","Guatemala","Escuintla",7340.574635032,8382.62565473665,0.875689185867935
"GTM-1951","Guatemala","Guatemala",24170.3279228885,34716.5366041229,0.696219447190424
"GTM-1952","Guatemala","Suchitepéquez",6734.45345149164,6734.45345149164,1
"GTM-1953","Guatemala","Sacatepéquez",6285.25710494781,6285.25710494781,1
"GTM-1954","Guatemala","Sololá",5835.31210701366,5835.31210701366,1
"GTM-1955","Guatemala","Totonicapán",6648.26093615784,6648.26093615784,1
"GTM-1956","Guatemala","El Progreso",0,1989.10775101564,0
"GTM-1957","Guatemala","Santa Rosa",2420.05284252576,4586.44550037728,0.52765324308916
"GTM-1959","Guatemala","Izabal",247.584573257698,4981.34613876651,0.0497023427725512
"GTM-1960","Guatemala","Chiquimula",0,4253.05565166927,0
"GTM-1961","Guatemala","Jalapa",0,3887.6027789717,0
"GTM-1962","Guatemala","Jutiapa",2539.10912716884,5517.54413425659,0.460188276774146
"GTM-1963","Guatemala","Zacapa",0,2693.7818060837,0
"GTM-3467","Guatemala","Quiché",9489.35430606668,11746.9485972122,0.807814406229609
"GUY-671","Guyana","Mahaica-Berbice",876.233877628802,876.748296049816,0.999413265559417
"GUY-672","Guyana","Potaro-Siparuni",59.8459824893191,114.81841123608,0.521222875713449
"GUY-673","Guyana","Upper Takutu-Upper Essequibo",341.480861962762,349.354581145161,0.977462098374124
"GUY-674","Guyana","Upper Demerara-Berbice",273.014492316436,273.694132537313,0.997516789218035
"GUY-675","Guyana","Barima-Waini",302.386141352808,302.386141352808,1
"GUY-676","Guyana","Pomeroon-Supenaam",122.006763380514,210.381601268073,0.579930766973534
"GUY-677","Guyana","East Berbice-Corentyne",2336.38661115727,2336.38661115727,1
"GUY-678","Guyana","Demerara-Mahaica",2104.87633825411,2104.87633825411,1
"GUY-679","Guyana","Essequibo Islands-West Demerara",529.644218047205,529.644218047205,1
"GUY-680","Guyana","Cuyuni-Mazaruni",350.66155350052,350.66155350052,1
"HND-637","Honduras","Atlántida",3996.89032551901,4089.15678321005,0.977436312036289
"HND-638","Honduras","Colón",3564.10321060672,3584.09761107235,0.994421357162856
"HND-639","Honduras","Francisco Morazán",1085.33445868684,16562.2099377679,0.0655307753473093
"HND-640","Honduras","Gracias a Dios",962.413350322641,1074.91421611144,0.895339680039044
"HND-641","Honduras","Islas de la Bahía",208.190833199022,208.190833199022,1
"HND-642","Honduras","Olancho",155.846513677409,5916.8613251718,0.0263393892661299
"HND-643","Honduras","Yoro",4643.78127903121,5795.68695964844,0.801247774657742
"HND-645","Honduras","Valle",255.54461389315,1726.52795783734,0.148010701322929
"HND-646","Honduras","Comayagua",80.9895903554702,6239.68549916326,0.0129797552082282
"HND-647","Honduras","Cortés",4405.67082503839,17942.8224534801,0.245539453810061
"HND-648","Honduras","Intibucá",481.065631906679,2712.20643626027,0.177370581189977
"HND-649","Honduras","La Paz",334.214378162784,2053.2594904549,0.162772596311604
"HND-650","Honduras","Santa Bárbara",0,5311.74458288357,0
"HND-651","Honduras","Copán",0,4538.54562023726,0
"HND-652","Honduras","Lempira",1484.98945698575,3579.46560426947,0.414863452023258
"HND-653","Honduras","Ocotepeque",284.631998653408,1775.45479658685,0.160314979125679
"HND-661","Honduras","Choluteca",697.896009981982,4619.13657087396,0.151087979165322
"HND-662","Honduras","El Paraíso",703.158852238288,5180.37411290311,0.1357351490285
"HTI-1359","Haiti","Grand'Anse",6487.27305142896,6487.27305142896,1
"HTI-1360","Haiti","Nippes",3758.16978189117,3758.16978189117,1
"HTI-1361","Haiti","Nord-Ouest",7447.98187287515,7447.98187287515,1
"HTI-1362","Haiti","Sud",9041.38117161449,9041.38117161449,1
"HTI-1384","Haiti","L'Artibonite",19570.9710948906,24797.5065785299,0.789231410541712
"HTI-1385","Haiti","Centre",8743.79293762556,8939.98602249878,0.978054430467847
"HTI-1386","Haiti","Nord-Est",1875.87560909159,3665.94123031964,0.511703677510409
"HTI-1387","Haiti","Nord",9310.22041782487,12252.4276863363,0.759867403927424
"HTI-1388","Haiti","Ouest",40742.3146731929,44335.771607971,0.918949038114135
"HTI-1389","Haiti","Sud-Est",6801.40319579871,6801.40319579871,1
"JAM-1370","Jamaica","Clarendon",2669.37597350216,2669.37597350216,1
"JAM-1371","Jamaica","Hanover",607.498653600198,607.498653600198,1
"JAM-1372","Jamaica","Manchester",1775.50474052622,1775.50474052622,1
"JAM-1373","Jamaica","Saint Elizabeth",1622.90278603747,1622.90278603747,1
"JAM-1374","Jamaica","Saint James",1887.34182503085,1887.34182503085,1
"JAM-1375","Jamaica","Trelawny",759.659000375956,759.659000375956,1
"JAM-1376","Jamaica","Westmoreland",1456.82315797911,1456.82315797911,1
"JAM-1377","Jamaica","Kingston",2318.99310274469,2318.99310274469,1
"JAM-1378","Jamaica","Portland",801.30902944978,801.30902944978,1
"JAM-1379","Jamaica","Saint Ann",1679.91970441746,1679.91970441746,1
"JAM-1380","Jamaica","Saint Catherine",5550.36418987194,5550.36418987194,1
"JAM-1381","Jamaica","Saint Mary",1074.09254578441,1074.09254578441,1
"JAM-1382","Jamaica","Saint Andrew",4527.81403957149,4527.81403957149,1
"JAM-1383","Jamaica","Saint Thomas",1330.3729463729,1330.3729463729,1
"KNA-5099","Saint Kitts and Nevis","Christ Church Nichola Town",0,0,0
"KNA-5100","Saint Kitts and Nevis","Saint Anne Sandy Point",0,0,0
"KNA-5101","Saint Kitts and Nevis","Saint George Basseterre",0,345.885564233376,0
"KNA-5102","Saint Kitts and Nevis","Saint George Gingerland",0,0,0
"KNA-5103","Saint Kitts and Nevis","Saint James Windward",0,0,0
"KNA-5104","Saint Kitts and Nevis","Saint John Capesterre",0,131.641155099729,0
"KNA-5105","Saint Kitts and Nevis","Saint John Figtree",0,0,0
"KNA-5106","Saint Kitts and Nevis","Saint Mary Cayon",0,0,0
"KNA-5107","Saint Kitts and Nevis","Saint Paul Capesterre",0,0,0
"KNA-5108","Saint Kitts and Nevis","Saint Paul Charlestown",0,175.952693127072,0
"KNA-5109","Saint Kitts and Nevis","Saint Peter Basseterre",0,0,0
"KNA-5110","Saint Kitts and Nevis","Saint Thomas Lowland",0,0,0
"KNA-5111","Saint Kitts and Nevis","Saint Thomas Middle Island",0,173.46218456981,0
"KNA-5112","Saint Kitts and Nevis","Trinity Palmetto Point",0,0,0
"LCA-5076","Saint Lucia","Anse-la-Raye",0,359.720581324577,0
"LCA-5077","Saint Lucia","Castries",0,293.995747691475,0
"LCA-5078","Saint Lucia","Choiseul",0,143.034209355396,0
"LCA-5079","Saint Lucia","Dauphin",0,0,0
"LCA-5080","Saint Lucia","Dennery",0,0,0
"LCA-5081","Saint Lucia","Gros Islet",528.828714811843,528.828714811843,1
"LCA-5082","Saint Lucia","Laborie",0,0,0
"LCA-5083","Saint Lucia","Micoud",0,0,0
"LCA-5084","Saint Lucia","Praslin",0,58.0301129503668,0
"LCA-5085","Saint Lucia","Soufrière",0,101.238232858521,0
"LCA-5086","Saint Lucia","Vieux Fort",0,333.004124485055,0
"MAF-5145","Saint Martin","St. Martin",0,0,0
"MEX-2706","Mexico","Baja California",19577.317690584,34015.3351974447,0.575543870931918
"MEX-2707","Mexico","Baja California Sur",8282.26930787699,9016.78831593685,0.918538732160139
"MEX-2708","Mexico","Coahuila",3098.38637036052,34108.0709032764,0.090840270009609
"MEX-2709","Mexico","Chihuahua",1007.25948164509,38332.374527699,0.0262769915523299
"MEX-2710","Mexico","Durango",970.1052820184,18910.3881934509,0.051300125206016
"MEX-2711","Mexico","Sinaloa",24361.3944573468,29404.3788128568,0.828495463631254
"MEX-2712","Mexico","Sonora",5012.04548849706,30928.7525298398,0.162051330187387
"MEX-2713","Mexico","Zacatecas",2810.54364224099,17231.957054846,0.163100664265561
"MEX-2714","Mexico","Nuevo León",101401.681715533,102969.999481663,0.984769177682579
"MEX-2715","Mexico","San Luis Potosí",18928.9919893673,29177.9535414064,0.648742961445366
"MEX-2716","Mexico","Tamaulipas",4831.78452039971,36147.3173519143,0.133669242266572
